rank,title,release_year,duration,rate_type,star_rating,vote_count,transformed_title,platform,price
44, Spider-Man: Across the Spider-Verse,2023,2h 20m,PG,8.5, (464K),spider-man: across the spider-verse,Netflix,
44, Spider-Man: Across the Spider-Verse,2023,2h 20m,PG,8.5, (464K),spider-man: across the spider-verse,Now TV,
44, Spider-Man: Across the Spider-Verse,2023,2h 20m,PG,8.5, (464K),spider-man: across the spider-verse,YouTube,3.49
44, Spider-Man: Across the Spider-Verse,2023,2h 20m,PG,8.5, (464K),spider-man: across the spider-verse,AppleTV,3.49
44, Spider-Man: Across the Spider-Verse,2023,2h 20m,PG,8.5, (464K),spider-man: across the spider-verse,Rakuten TV,4.49
44, Spider-Man: Across the Spider-Verse,2023,2h 20m,PG,8.5, (464K),spider-man: across the spider-verse,Sky Store,3.49
44, Spider-Man: Across the Spider-Verse,2023,2h 20m,PG,8.5, (464K),spider-man: across the spider-verse,Amazon,3.49
44, Spider-Man: Across the Spider-Verse,2023,2h 20m,PG,8.5, (464K),spider-man: across the spider-verse,Windows Store,2.49
45, Casablanca,1942,1h 42m,U,8.5, (635K),casablanca,AppleTV,3.49
45, Casablanca,1942,1h 42m,U,8.5, (635K),casablanca,Amazon,3.49
45, Casablanca,1942,1h 42m,U,8.5, (635K),casablanca,Windows Store,3.49
45, Casablanca,1942,1h 42m,U,8.5, (635K),casablanca,Sky Store,3.49
45, Casablanca,1942,1h 42m,U,8.5, (635K),casablanca,Rakuten TV,3.49
45, Casablanca,1942,1h 42m,U,8.5, (635K),casablanca,YouTube,3.49
46, The Usual Suspects,1995,1h 46m,18,8.5, (1.2M),the usual suspects,Amazon,3.49
46, The Usual Suspects,1995,1h 46m,18,8.5, (1.2M),the usual suspects,AppleTV,3.49
46, The Usual Suspects,1995,1h 46m,18,8.5, (1.2M),the usual suspects,Sky Store,3.49
46, The Usual Suspects,1995,1h 46m,18,8.5, (1.2M),the usual suspects,YouTube,3.49
46, The Usual Suspects,1995,1h 46m,18,8.5, (1.2M),the usual suspects,Windows Store,3.49
47, Cinema Paradiso,1988,2h 54m,PG,8.5, (303K),cinema paradiso,AppleTV,3.49
47, Cinema Paradiso,1988,2h 54m,PG,8.5, (303K),cinema paradiso,Amazon,3.49
47, Cinema Paradiso,1988,2h 54m,PG,8.5, (303K),cinema paradiso,Rakuten TV,3.49
47, Cinema Paradiso,1988,2h 54m,PG,8.5, (303K),cinema paradiso,Curzon Home Cinema,4.0
48, Untouchable,2011,1h 52m,15,8.5, (985K),untouchable,Paramount Plus,
48, Untouchable,2011,1h 52m,15,8.5, (985K),untouchable,Amazon,3.49
48, Untouchable,2011,1h 52m,15,8.5, (985K),untouchable,YouTube,3.49
48, Untouchable,2011,1h 52m,15,8.5, (985K),untouchable,Rakuten TV,3.49
48, Untouchable,2011,1h 52m,15,8.5, (985K),untouchable,AppleTV,3.49
48, Untouchable,2011,1h 52m,15,8.5, (985K),untouchable,Sky Store,3.49
48, Untouchable,2011,1h 52m,15,8.5, (985K),untouchable,Windows Store,2.49
49, Alien,1979,1h 57m,X,8.5, (1M),alien,Disney+,
49, Alien,1979,1h 57m,X,8.5, (1M),alien,Amazon,4.49
49, Alien,1979,1h 57m,X,8.5, (1M),alien,Sky Store,4.99
49, Alien,1979,1h 57m,X,8.5, (1M),alien,AppleTV,4.49
49, Alien,1979,1h 57m,X,8.5, (1M),alien,YouTube,4.49
49, Alien,1979,1h 57m,X,8.5, (1M),alien,Rakuten TV,5.49
49, Alien,1979,1h 57m,X,8.5, (1M),alien,Windows Store,4.49
50, Modern Times,1936,1h 27m,U,8.5, (275K),modern times,Now TV,
50, Modern Times,1936,1h 27m,U,8.5, (275K),modern times,Prime Video,
50, Modern Times,1936,1h 27m,U,8.5, (275K),modern times,AppleTV,3.49
50, Modern Times,1936,1h 27m,U,8.5, (275K),modern times,Amazon,3.49
51, Rear Window,1954,1h 52m,A,8.5, (550K),rear window,Now TV,
51, Rear Window,1954,1h 52m,A,8.5, (550K),rear window,Amazon,3.49
51, Rear Window,1954,1h 52m,A,8.5, (550K),rear window,YouTube,3.49
51, Rear Window,1954,1h 52m,A,8.5, (550K),rear window,AppleTV,3.49
51, Rear Window,1954,1h 52m,A,8.5, (550K),rear window,Rakuten TV,3.49
51, Rear Window,1954,1h 52m,A,8.5, (550K),rear window,Sky Store,3.49
51, Rear Window,1954,1h 52m,A,8.5, (550K),rear window,Windows Store,2.49
52, Once Upon a Time in the West,1968,2h 46m,12,8.5, (371K),once upon a time in the west,AppleTV,4.99
52, Once Upon a Time in the West,1968,2h 46m,12,8.5, (371K),once upon a time in the west,Amazon,3.99
52, Once Upon a Time in the West,1968,2h 46m,12,8.5, (371K),once upon a time in the west,YouTube,3.49
52, Once Upon a Time in the West,1968,2h 46m,12,8.5, (371K),once upon a time in the west,Sky Store,3.49
53, Django Unchained,2012,2h 45m,18,8.5, (1.8M),django unchained,Netflix,
53, Django Unchained,2012,2h 45m,18,8.5, (1.8M),django unchained,Sky Go,
53, Django Unchained,2012,2h 45m,18,8.5, (1.8M),django unchained,Amazon,3.49
53, Django Unchained,2012,2h 45m,18,8.5, (1.8M),django unchained,Rakuten TV,3.49
53, Django Unchained,2012,2h 45m,18,8.5, (1.8M),django unchained,AppleTV,3.49
53, Django Unchained,2012,2h 45m,18,8.5, (1.8M),django unchained,Sky Store,3.49
53, Django Unchained,2012,2h 45m,18,8.5, (1.8M),django unchained,Windows Store,2.49
54, City Lights,1931,1h 27m,U,8.5, (208K),city lights,Now TV,
54, City Lights,1931,1h 27m,U,8.5, (208K),city lights,Prime Video,
54, City Lights,1931,1h 27m,U,8.5, (208K),city lights,AppleTV,3.49
54, City Lights,1931,1h 27m,U,8.5, (208K),city lights,Amazon,3.49
55, Apocalypse Now,1979,2h 27m,X,8.4, (746K),apocalypse now,Sky Store,3.49
55, Apocalypse Now,1979,2h 27m,X,8.4, (746K),apocalypse now,Rakuten TV,2.49
55, Apocalypse Now,1979,2h 27m,X,8.4, (746K),apocalypse now,Amazon,3.49
55, Apocalypse Now,1979,2h 27m,X,8.4, (746K),apocalypse now,AppleTV,3.49
55, Apocalypse Now,1979,2h 27m,X,8.4, (746K),apocalypse now,Windows Store,3.49
55, Apocalypse Now,1979,2h 27m,X,8.4, (746K),apocalypse now,BFI Player,3.5
56, WALL·E,2008,1h 38m,U,8.4, (1.3M),wall·e,Disney+,
56, WALL·E,2008,1h 38m,U,8.4, (1.3M),wall·e,Amazon,3.49
56, WALL·E,2008,1h 38m,U,8.4, (1.3M),wall·e,AppleTV,3.49
56, WALL·E,2008,1h 38m,U,8.4, (1.3M),wall·e,Rakuten TV,3.45
56, WALL·E,2008,1h 38m,U,8.4, (1.3M),wall·e,Sky Store,3.49
57, Dune: Part Two,2024,2h 46m,12A,8.5, (645K),dune: part two,Sky Go,
57, Dune: Part Two,2024,2h 46m,12A,8.5, (645K),dune: part two,Now TV,
58, Memento,2000,1h 53m,15,8.4, (1.4M),memento,AppleTV,1.99
58, Memento,2000,1h 53m,15,8.4, (1.4M),memento,YouTube,3.49
58, Memento,2000,1h 53m,15,8.4, (1.4M),memento,Sky Store,3.49
58, Memento,2000,1h 53m,15,8.4, (1.4M),memento,Chili,2.49
58, Memento,2000,1h 53m,15,8.4, (1.4M),memento,Windows Store,1.99
59, Raiders of the Lost Ark,1981,1h 55m,A,8.4, (1.1M),raiders of the lost ark,Netflix,
59, Raiders of the Lost Ark,1981,1h 55m,A,8.4, (1.1M),raiders of the lost ark,Prime Video,
59, Raiders of the Lost Ark,1981,1h 55m,A,8.4, (1.1M),raiders of the lost ark,Sky Go,
59, Raiders of the Lost Ark,1981,1h 55m,A,8.4, (1.1M),raiders of the lost ark,Amazon,3.49
59, Raiders of the Lost Ark,1981,1h 55m,A,8.4, (1.1M),raiders of the lost ark,YouTube,3.49
59, Raiders of the Lost Ark,1981,1h 55m,A,8.4, (1.1M),raiders of the lost ark,Rakuten TV,3.49
59, Raiders of the Lost Ark,1981,1h 55m,A,8.4, (1.1M),raiders of the lost ark,AppleTV,3.49
59, Raiders of the Lost Ark,1981,1h 55m,A,8.4, (1.1M),raiders of the lost ark,Sky Store,3.49
59, Raiders of the Lost Ark,1981,1h 55m,A,8.4, (1.1M),raiders of the lost ark,Windows Store,2.49
60, The Lives of Others,2006,2h 17m,15,8.4, (430K),the lives of others,,
61, Avengers: Infinity War,2018,2h 29m,12A,8.4, (1.3M),avengers: infinity war,Disney+,
61, Avengers: Infinity War,2018,2h 29m,12A,8.4, (1.3M),avengers: infinity war,Amazon,3.49
61, Avengers: Infinity War,2018,2h 29m,12A,8.4, (1.3M),avengers: infinity war,AppleTV,3.49
61, Avengers: Infinity War,2018,2h 29m,12A,8.4, (1.3M),avengers: infinity war,Sky Store,3.49
61, Avengers: Infinity War,2018,2h 29m,12A,8.4, (1.3M),avengers: infinity war,YouTube,3.49
61, Avengers: Infinity War,2018,2h 29m,12A,8.4, (1.3M),avengers: infinity war,Windows Store,3.49
61, Avengers: Infinity War,2018,2h 29m,12A,8.4, (1.3M),avengers: infinity war,Rakuten TV,3.45
62, Sunset Blvd.,1950,1h 50m,PG,8.4, (250K),sunset blvd.,,
63, Spider-Man: Into the Spider-Verse,2018,1h 57m,PG,8.4, (738K),spider-man: into the spider-verse,Netflix,
63, Spider-Man: Into the Spider-Verse,2018,1h 57m,PG,8.4, (738K),spider-man: into the spider-verse,Rakuten TV,4.49
63, Spider-Man: Into the Spider-Verse,2018,1h 57m,PG,8.4, (738K),spider-man: into the spider-verse,Amazon,4.99
63, Spider-Man: Into the Spider-Verse,2018,1h 57m,PG,8.4, (738K),spider-man: into the spider-verse,AppleTV,4.99
63, Spider-Man: Into the Spider-Verse,2018,1h 57m,PG,8.4, (738K),spider-man: into the spider-verse,Sky Store,3.49
63, Spider-Man: Into the Spider-Verse,2018,1h 57m,PG,8.4, (738K),spider-man: into the spider-verse,YouTube,3.49
63, Spider-Man: Into the Spider-Verse,2018,1h 57m,PG,8.4, (738K),spider-man: into the spider-verse,Windows Store,2.49
64, Witness for the Prosecution,1957,1h 56m,U,8.4, (151K),witness for the prosecution,AppleTV,3.49
64, Witness for the Prosecution,1957,1h 56m,U,8.4, (151K),witness for the prosecution,Amazon,3.49
64, Witness for the Prosecution,1957,1h 56m,U,8.4, (151K),witness for the prosecution,Rakuten TV,3.49
64, Witness for the Prosecution,1957,1h 56m,U,8.4, (151K),witness for the prosecution,Chili,3.49
64, Witness for the Prosecution,1957,1h 56m,U,8.4, (151K),witness for the prosecution,Sky Store,3.49
64, Witness for the Prosecution,1957,1h 56m,U,8.4, (151K),witness for the prosecution,YouTube,3.49
65, Paths of Glory,1957,1h 28m,PG,8.4, (227K),paths of glory,AppleTV,3.49
65, Paths of Glory,1957,1h 28m,PG,8.4, (227K),paths of glory,Amazon,3.49
65, Paths of Glory,1957,1h 28m,PG,8.4, (227K),paths of glory,Chili,3.49
65, Paths of Glory,1957,1h 28m,PG,8.4, (227K),paths of glory,Sky Store,3.49
65, Paths of Glory,1957,1h 28m,PG,8.4, (227K),paths of glory,Rakuten TV,3.49
65, Paths of Glory,1957,1h 28m,PG,8.4, (227K),paths of glory,YouTube,3.49
66, The Shining,1980,2h 26m,X,8.4, (1.2M),the shining,AppleTV,3.49
66, The Shining,1980,2h 26m,X,8.4, (1.2M),the shining,Amazon,3.49
66, The Shining,1980,2h 26m,X,8.4, (1.2M),the shining,Rakuten TV,3.49
66, The Shining,1980,2h 26m,X,8.4, (1.2M),the shining,Sky Store,3.49
66, The Shining,1980,2h 26m,X,8.4, (1.2M),the shining,YouTube,3.49
66, The Shining,1980,2h 26m,X,8.4, (1.2M),the shining,Windows Store,3.49
67, The Great Dictator,1940,2h 5m,U,8.4, (250K),the great dictator,Now TV,
67, The Great Dictator,1940,2h 5m,U,8.4, (250K),the great dictator,Amazon,4.49
67, The Great Dictator,1940,2h 5m,U,8.4, (250K),the great dictator,AppleTV,3.49
68, 12th Fail,2023,2h 27m,12A,8.7, (151K),12th fail,Netflix,
69, Inglourious Basterds,2009,2h 33m,18,8.4, (1.7M),inglourious basterds,Netflix,
69, Inglourious Basterds,2009,2h 33m,18,8.4, (1.7M),inglourious basterds,Amazon,3.49
69, Inglourious Basterds,2009,2h 33m,18,8.4, (1.7M),inglourious basterds,Rakuten TV,3.49
69, Inglourious Basterds,2009,2h 33m,18,8.4, (1.7M),inglourious basterds,YouTube,3.49
69, Inglourious Basterds,2009,2h 33m,18,8.4, (1.7M),inglourious basterds,AppleTV,3.49
69, Inglourious Basterds,2009,2h 33m,18,8.4, (1.7M),inglourious basterds,Sky Store,3.49
69, Inglourious Basterds,2009,2h 33m,18,8.4, (1.7M),inglourious basterds,Windows Store,2.49
70, Aliens,1986,2h 17m,18,8.4, (813K),aliens,Disney+,
70, Aliens,1986,2h 17m,18,8.4, (813K),aliens,Amazon,3.49
70, Aliens,1986,2h 17m,18,8.4, (813K),aliens,AppleTV,3.49
70, Aliens,1986,2h 17m,18,8.4, (813K),aliens,Rakuten TV,3.45
70, Aliens,1986,2h 17m,18,8.4, (813K),aliens,Windows Store,3.49
70, Aliens,1986,2h 17m,18,8.4, (813K),aliens,Sky Store,3.49
70, Aliens,1986,2h 17m,18,8.4, (813K),aliens,YouTube,3.49
71, The Dark Knight Rises,2012,2h 44m,12A,8.4, (1.9M),the dark knight rises,Prime Video,
71, The Dark Knight Rises,2012,2h 44m,12A,8.4, (1.9M),the dark knight rises,AppleTV,3.49
71, The Dark Knight Rises,2012,2h 44m,12A,8.4, (1.9M),the dark knight rises,Rakuten TV,3.49
71, The Dark Knight Rises,2012,2h 44m,12A,8.4, (1.9M),the dark knight rises,Sky Store,3.49
71, The Dark Knight Rises,2012,2h 44m,12A,8.4, (1.9M),the dark knight rises,Windows Store,3.49
71, The Dark Knight Rises,2012,2h 44m,12A,8.4, (1.9M),the dark knight rises,Amazon,3.49
71, The Dark Knight Rises,2012,2h 44m,12A,8.4, (1.9M),the dark knight rises,YouTube,3.49
72, Coco,2017,1h 45m,PG,8.4, (657K),coco,Disney+,
72, Coco,2017,1h 45m,PG,8.4, (657K),coco,Amazon,3.49
72, Coco,2017,1h 45m,PG,8.4, (657K),coco,AppleTV,3.49
72, Coco,2017,1h 45m,PG,8.4, (657K),coco,Rakuten TV,3.45
72, Coco,2017,1h 45m,PG,8.4, (657K),coco,Sky Store,3.49
72, Coco,2017,1h 45m,PG,8.4, (657K),coco,Windows Store,3.49
73, Amadeus,1984,2h 40m,PG,8.4, (451K),amadeus,,
74, Toy Story,1995,1h 21m,PG,8.3, (1.1M),toy story,Disney+,
74, Toy Story,1995,1h 21m,PG,8.3, (1.1M),toy story,Amazon,3.49
74, Toy Story,1995,1h 21m,PG,8.3, (1.1M),toy story,Sky Store,3.49
74, Toy Story,1995,1h 21m,PG,8.3, (1.1M),toy story,AppleTV,2.99
74, Toy Story,1995,1h 21m,PG,8.3, (1.1M),toy story,YouTube,3.49
74, Toy Story,1995,1h 21m,PG,8.3, (1.1M),toy story,Windows Store,3.49
74, Toy Story,1995,1h 21m,PG,8.3, (1.1M),toy story,Rakuten TV,3.45
75, Avengers: Endgame,2019,3h 1m,12A,8.4, (1.4M),avengers: endgame,Disney+,
75, Avengers: Endgame,2019,3h 1m,12A,8.4, (1.4M),avengers: endgame,Amazon,4.99
75, Avengers: Endgame,2019,3h 1m,12A,8.4, (1.4M),avengers: endgame,AppleTV,4.99
75, Avengers: Endgame,2019,3h 1m,12A,8.4, (1.4M),avengers: endgame,YouTube,3.49
75, Avengers: Endgame,2019,3h 1m,12A,8.4, (1.4M),avengers: endgame,Rakuten TV,3.45
75, Avengers: Endgame,2019,3h 1m,12A,8.4, (1.4M),avengers: endgame,Sky Store,3.49
75, Avengers: Endgame,2019,3h 1m,12A,8.4, (1.4M),avengers: endgame,Windows Store,3.49
76, Good Will Hunting,1997,2h 6m,15,8.3, (1.1M),good will hunting,Paramount Plus,
76, Good Will Hunting,1997,2h 6m,15,8.3, (1.1M),good will hunting,Amazon,3.49
76, Good Will Hunting,1997,2h 6m,15,8.3, (1.1M),good will hunting,Rakuten TV,3.49
76, Good Will Hunting,1997,2h 6m,15,8.3, (1.1M),good will hunting,YouTube,3.49
76, Good Will Hunting,1997,2h 6m,15,8.3, (1.1M),good will hunting,AppleTV,3.49
76, Good Will Hunting,1997,2h 6m,15,8.3, (1.1M),good will hunting,Sky Store,3.49
76, Good Will Hunting,1997,2h 6m,15,8.3, (1.1M),good will hunting,Windows Store,2.49
77, Oldboy,2003,2h,18,8.3, (684K),oldboy,Shudder,
77, Oldboy,2003,2h,18,8.3, (684K),oldboy,BFI Player,
77, Oldboy,2003,2h,18,8.3, (684K),oldboy,Sky Go,
77, Oldboy,2003,2h,18,8.3, (684K),oldboy,Amazon,3.49
77, Oldboy,2003,2h,18,8.3, (684K),oldboy,Curzon Home Cinema,4.0
77, Oldboy,2003,2h,18,8.3, (684K),oldboy,AppleTV,3.49
78, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,1h 35m,A,8.3, (540K),dr. strangelove or: how i learned to stop worrying and love the bomb,AppleTV,3.49
78, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,1h 35m,A,8.3, (540K),dr. strangelove or: how i learned to stop worrying and love the bomb,Amazon,3.49
78, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,1h 35m,A,8.3, (540K),dr. strangelove or: how i learned to stop worrying and love the bomb,Rakuten TV,3.49
78, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,1h 35m,A,8.3, (540K),dr. strangelove or: how i learned to stop worrying and love the bomb,Sky Store,3.49
78, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,1h 35m,A,8.3, (540K),dr. strangelove or: how i learned to stop worrying and love the bomb,Windows Store,2.49
78, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,1h 35m,A,8.3, (540K),dr. strangelove or: how i learned to stop worrying and love the bomb,YouTube,3.49
79, Das Boot,1981,2h 29m,AA,8.4, (280K),das boot,BFI Player,
79, Das Boot,1981,2h 29m,AA,8.4, (280K),das boot,AppleTV,3.49
79, Das Boot,1981,2h 29m,AA,8.4, (280K),das boot,Sky Store,3.49
79, Das Boot,1981,2h 29m,AA,8.4, (280K),das boot,Amazon,3.49
79, Das Boot,1981,2h 29m,AA,8.4, (280K),das boot,Windows Store,2.49
80, Braveheart,1995,2h 58m,15,8.3, (1.1M),braveheart,Disney+,
80, Braveheart,1995,2h 58m,15,8.3, (1.1M),braveheart,Amazon,3.49
80, Braveheart,1995,2h 58m,15,8.3, (1.1M),braveheart,Rakuten TV,3.45
80, Braveheart,1995,2h 58m,15,8.3, (1.1M),braveheart,AppleTV,3.49
80, Braveheart,1995,2h 58m,15,8.3, (1.1M),braveheart,Sky Store,3.49
80, Braveheart,1995,2h 58m,15,8.3, (1.1M),braveheart,YouTube,3.49
80, Braveheart,1995,2h 58m,15,8.3, (1.1M),braveheart,Windows Store,3.49
81, High and Low,1963,2h 23m,12,8.4, (61K),high and low,BFI Player,
81, High and Low,1963,2h 23m,12,8.4, (61K),high and low,Amazon,3.49
81, High and Low,1963,2h 23m,12,8.4, (61K),high and low,AppleTV,5.49
82, American Beauty,1999,2h 2m,18,8.3, (1.3M),american beauty,Paramount Plus,
82, American Beauty,1999,2h 2m,18,8.3, (1.3M),american beauty,AppleTV,3.49
82, American Beauty,1999,2h 2m,18,8.3, (1.3M),american beauty,YouTube,3.49
82, American Beauty,1999,2h 2m,18,8.3, (1.3M),american beauty,Rakuten TV,3.49
82, American Beauty,1999,2h 2m,18,8.3, (1.3M),american beauty,Amazon,3.49
82, American Beauty,1999,2h 2m,18,8.3, (1.3M),american beauty,Sky Store,3.49
82, American Beauty,1999,2h 2m,18,8.3, (1.3M),american beauty,Windows Store,2.49
83, Princess Mononoke,1997,2h 13m,PG,8.3, (463K),princess mononoke,Netflix,
84, Your Name.,2016,1h 46m,12A,8.4, (362K),your name.,Amazon,1.99
84, Your Name.,2016,1h 46m,12A,8.4, (362K),your name.,AppleTV,1.99
84, Your Name.,2016,1h 46m,12A,8.4, (362K),your name.,Chili,2.49
84, Your Name.,2016,1h 46m,12A,8.4, (362K),your name.,Windows Store,2.49
84, Your Name.,2016,1h 46m,12A,8.4, (362K),your name.,YouTube,3.49
84, Your Name.,2016,1h 46m,12A,8.4, (362K),your name.,Rakuten TV,2.49
85, 3 Idiots,2009,2h 50m,12A,8.4, (462K),3 idiots,YouTube,2.99
85, 3 Idiots,2009,2h 50m,12A,8.4, (462K),3 idiots,AppleTV,3.49
85, 3 Idiots,2009,2h 50m,12A,8.4, (462K),3 idiots,Amazon,3.49
86, Joker,2019,2h 2m,15,8.3, (1.6M),joker,Amazon,4.99
86, Joker,2019,2h 2m,15,8.3, (1.6M),joker,Rakuten TV,5.49
86, Joker,2019,2h 2m,15,8.3, (1.6M),joker,AppleTV,4.99
86, Joker,2019,2h 2m,15,8.3, (1.6M),joker,Sky Store,4.99
86, Joker,2019,2h 2m,15,8.3, (1.6M),joker,YouTube,5.49
86, Joker,2019,2h 2m,15,8.3, (1.6M),joker,Windows Store,5.49
87, Capernaum,2018,2h 6m,15,8.4, (117K),capernaum,Amazon,3.49
87, Capernaum,2018,2h 6m,15,8.4, (117K),capernaum,AppleTV,3.49
87, Capernaum,2018,2h 6m,15,8.4, (117K),capernaum,YouTube,3.49
87, Capernaum,2018,2h 6m,15,8.4, (117K),capernaum,Sky Store,3.49
87, Capernaum,2018,2h 6m,15,8.4, (117K),capernaum,Windows Store,2.49
87, Capernaum,2018,2h 6m,15,8.4, (117K),capernaum,BFI Player,3.5
88, Once Upon a Time in America,1984,3h 49m,18,8.3, (397K),once upon a time in america,Disney+,
88, Once Upon a Time in America,1984,3h 49m,18,8.3, (397K),once upon a time in america,Prime Video,
88, Once Upon a Time in America,1984,3h 49m,18,8.3, (397K),once upon a time in america,AppleTV,3.49
88, Once Upon a Time in America,1984,3h 49m,18,8.3, (397K),once upon a time in america,Amazon,3.49
88, Once Upon a Time in America,1984,3h 49m,18,8.3, (397K),once upon a time in america,Rakuten TV,3.45
88, Once Upon a Time in America,1984,3h 49m,18,8.3, (397K),once upon a time in america,YouTube,3.49
88, Once Upon a Time in America,1984,3h 49m,18,8.3, (397K),once upon a time in america,Windows Store,3.49
89, Singin' in the Rain,1952,1h 43m,U,8.3, (274K),singin' in the rain,Now TV,
89, Singin' in the Rain,1952,1h 43m,U,8.3, (274K),singin' in the rain,Amazon,3.49
89, Singin' in the Rain,1952,1h 43m,U,8.3, (274K),singin' in the rain,AppleTV,3.49
89, Singin' in the Rain,1952,1h 43m,U,8.3, (274K),singin' in the rain,Sky Store,3.49
89, Singin' in the Rain,1952,1h 43m,U,8.3, (274K),singin' in the rain,Windows Store,3.49
89, Singin' in the Rain,1952,1h 43m,U,8.3, (274K),singin' in the rain,Rakuten TV,3.49
89, Singin' in the Rain,1952,1h 43m,U,8.3, (274K),singin' in the rain,YouTube,3.49
90, Come and See,1985,2h 22m,15,8.3, (114K),come and see,,
91, Requiem for a Dream,2000,1h 42m,18,8.3, (944K),requiem for a dream,Prime Video,
91, Requiem for a Dream,2000,1h 42m,18,8.3, (944K),requiem for a dream,Amazon,3.49
91, Requiem for a Dream,2000,1h 42m,18,8.3, (944K),requiem for a dream,AppleTV,3.49
91, Requiem for a Dream,2000,1h 42m,18,8.3, (944K),requiem for a dream,Sky Store,3.49
